Name,Overall,Potential,Age,Club,Nationality,Positions,ValueEUR,WageEUR,PaceTotal,ShootingTotal,PassingTotal,DribblingTotal,DefendingTotal,PhysicalityTotal,AgeCategory,RatingCategory
Kiko Bondoso,72,73,26,FC Vizela,Portugal,"RW,LW",2800000,6000,75,69,67,75,33,52,Adult,Average
Z. Youssouf,72,78,22,Futebol Clube de Famalicão,France,"CM,CDM,RM",3700000,7000,64,58,70,76,64,73,Young,Average
A. Álvarez Martínez,72,80,21,U.S. Sassuolo Calcio,Uruguay,ST,5500000,18000,70,72,61,68,36,68,Young,Average
D. Antolić,72,72,31,Damac FC,Croatia,"CM,CDM,CAM",1900000,16000,55,69,74,69,68,70,Senior,Average
O. Omoijuanfo,72,72,28,Brøndby IF,Norway,ST,2400000,13000,75,72,62,68,44,74,Adult,Average
P. Cutrone,72,77,24,Como,Italy,ST,3600000,3000,72,70,54,71,29,68,Adult,Average
Vieiraldo Junior,72,72,30,Atlético Clube Goianiense,Brazil,"CDM,LB",2000000,10000,68,45,62,67,73,78,Senior,Average
J. Anthony,72,79,22,AFC Bournemouth,England,"LW,ST",4800000,30000,79,64,70,73,25,65,Young,Average
Z. Vanheusden,72,79,22,AZ Alkmaar,Belgium,CB,4400000,29000,55,45,61,65,73,75,Young,Average
P. Bauer,72,72,29,Preston North End,Germany,CB,2000000,23000,32,45,53,46,73,76,Adult,Average
K. Stöger,72,72,28,VfL Bochum 1848,Austria,"CM,CAM",2300000,18000,56,68,76,76,41,61,Adult,Average
M. Degenek,72,73,28,Columbus Crew,Australia,CB,2200000,6000,76,61,66,60,70,83,Adult,Average
N. Lavanchy,72,72,28,FC Sion,Switzerland,"RB,RWB,RM",2100000,17000,80,62,66,70,64,71,Adult,Average
F. Tardieu,72,72,30,ESTAC Troyes,France,"CDM,CM",2000000,13000,48,63,70,67,68,75,Senior,Average
M. Samatta,72,72,29,KRC Genk,Tanzania,ST,2300000,45000,84,70,63,69,31,71,Adult,Average
L. Pernica,72,72,32,FC Viktoria Plzeň,Czech Republic,CB,1500000,750,68,50,56,59,72,76,Senior,Average
A. Cistana,72,75,25,Brescia,Italy,CB,2800000,4000,68,52,57,64,74,71,Adult,Average
K. Sandoval,72,75,25,Cienciano,Peru,"LW,LM,CM",3100000,800,77,70,68,73,32,56,Adult,Average
B. Oczipka,72,72,33,DSC Arminia Bielefeld,Germany,"LWB,CB",1200000,13000,66,59,69,63,72,73,Senior,Average
M. Le Marchand,72,72,32,RC Strasbourg Alsace,France,CB,1500000,17000,60,39,68,65,73,68,Senior,Average
J. Rodríguez,72,73,28,Rosario Central,Argentina,CB,2200000,11000,69,39,58,64,70,75,Adult,Average
M. Eikrem,72,72,31,Molde FK,Norway,"CF,CAM",2000000,6000,64,69,76,74,33,44,Senior,Average
H. Toledo,72,73,26,Estudiantes de La Plata,Argentina,"LM,RM,LW",2800000,10000,80,66,69,73,46,62,Adult,Average
D. Holec,72,74,27,AC Sparta Praha,Slovakia,GK,2100000,600,72,68,76,75,34,71,Adult,Average
K. Acosta,72,73,26,Los Angeles FC,United States,"CM,CDM",2700000,7000,76,67,72,72,66,77,Adult,Average
O. Etebo,72,74,26,Stoke City,Nigeria,"CDM,CM",2600000,19000,71,65,67,73,70,77,Adult,Average
M. Pigliacelli,72,72,29,Palermo,Italy,GK,1600000,3000,69,71,83,71,48,70,Adult,Average
A. Tinnerholm,72,72,31,New York City FC,Sweden,"RB,RWB",1700000,6000,71,52,66,69,68,75,Senior,Average
Álex Pozo,72,79,23,Unión Deportiva Almería,Spain,"RB,RM,RWB",4500000,14000,75,68,67,74,67,46,Adult,Average
Flávio Rebeilo,72,72,30,Santos,Brazil,LB,2000000,17000,79,44,61,71,68,62,Senior,Average
J. Rodon,72,80,24,Stade Rennais FC,Wales,CB,4900000,40000,58,29,49,57,74,72,Adult,Average
C. Musonda,72,75,25,Levante Unión Deportiva,Belgium,"RM,LM",3100000,9000,77,63,68,79,24,38,Adult,Average
L. Depoitre,72,72,33,KAA Gent,Belgium,ST,1500000,18000,51,71,62,61,45,82,Senior,Average
João Amaral,72,72,30,Lech Poznań,Portugal,CAM,2300000,8000,81,68,70,73,35,55,Senior,Average
R. Jarstein,72,72,37,Hertha BSC,Norway,GK,250000,10000,72,70,67,71,37,75,Senior,Average
E. Kılınç,72,72,27,MKE Ankaragücü,Turkey,"RM,CM,LM",2500000,40000,75,69,67,74,51,58,Adult,Average
A. Urzi,72,83,22,Club Atlético Banfield,Argentina,"LM,LW",5500000,10000,85,63,64,74,36,59,Young,Average
A. Bedoya,72,72,35,Philadelphia Union,United States,"CM,CDM",950000,5000,60,65,71,72,65,73,Senior,Average
V. Jurečka,72,72,28,SK Slavia Praha,Czech Republic,"ST,RM",2400000,1000,75,71,60,69,28,70,Adult,Average
J. Soñora,72,75,25,Clube Sport Marítimo,United States,"CAM,CM",3100000,8000,82,68,71,75,55,58,Adult,Average
T. Belmonte,72,78,24,Club Atlético Lanús,Argentina,"CM,CDM",3700000,11000,68,65,66,73,70,77,Adult,Average
C. Buonaiuto,72,72,29,US Cremonese,Italy,"LM,CAM",2300000,10000,77,72,68,70,44,57,Adult,Average
Jeong Seung Hyun,72,74,28,Ulsan Hyundai FC,Korea Republic,CB,2400000,9000,43,29,52,43,71,81,Adult,Average
M. Frendrup,72,81,21,Genoa,Denmark,"CDM,CM",5000000,3000,79,52,64,71,67,75,Young,Average
J. Garner,72,82,21,Everton,England,"CDM,CM",5000000,18000,67,63,72,68,68,70,Young,Average
J. Mellot,72,72,28,CD Tenerife,France,RB,2100000,8000,81,42,58,67,67,77,Adult,Average
J. Dompé,72,72,26,Hamburger SV,France,"LW,LWB",2600000,12000,73,69,71,75,38,53,Adult,Average
A. Ferrari,72,73,28,U.C. Sampdoria,Italy,"CB,RB",2200000,14000,63,35,51,63,74,71,Adult,Average
G. Taylor,72,77,24,Celtic,Scotland,LB,3300000,27000,72,49,70,71,68,70,Adult,Average
A. Murić,72,80,23,Burnley,Kosovo,GK,4500000,18000,72,71,73,74,45,73,Adult,Average
M. Diouf,72,72,34,İttifak Holding Konyaspor,Senegal,ST,1100000,15000,66,71,61,67,55,78,Senior,Average
M. Catalán,72,72,29,Club Atlético Talleres,Argentina,"CB,RB",2000000,11000,84,58,63,64,72,76,Adult,Average
A. Paleari,72,72,29,Benevento,Italy,GK,1600000,3000,73,70,69,72,32,73,Adult,Average
V. Korniienko,72,81,23,Shakhtar Donetsk,Ukraine,LB,5000000,600,77,52,70,72,66,73,Adult,Average
A. Cubas,72,75,26,Vancouver Whitecaps FC,Paraguay,"CM,CDM",3000000,7000,69,54,67,73,73,58,Adult,Average
V. Pule,72,72,30,Orlando Pirates,South Africa,"RW,LW,CAM",2300000,850,82,77,62,73,41,51,Senior,Average
P. Mainka,72,73,27,1. FC Heidenheim 1846,Germany,CB,2400000,16000,55,40,51,53,74,79,Adult,Average
H. Wolf,72,79,23,Borussia Mönchengladbach,Austria,"CAM,LM",4700000,17000,76,68,67,76,36,65,Adult,Average
R. van Wolfswinkel,72,72,33,FC Twente,Netherlands,"ST,CAM",1500000,11000,65,73,67,69,44,70,Senior,Average
P. Nardi,72,74,28,KAA Gent,France,GK,2000000,13000,74,66,67,76,50,71,Adult,Average
F. Díaz,72,83,19,Liverpool Fútbol Club,Uruguay,"CDM,CM",4800000,500,70,64,67,72,70,63,Young,Average
Yuri,72,72,39,SD Ponferradina,Brazil,ST,800000,6000,64,74,61,70,37,71,Senior,Average
J. Onguéné,72,78,24,Eintracht Frankfurt,Cameroon,CB,3400000,15000,72,38,49,59,71,73,Adult,Average
Evandro Rochedo,72,72,26,Clube Atlético Mineiro,Brazil,ST,2600000,26000,55,75,60,70,36,64,Adult,Average
S. Lobjanidze,72,72,27,Atakaş Hatayspor,Georgia,"RW,RM,LM",2500000,12000,88,66,67,76,25,55,Adult,Average
M. Seuntjens,72,72,30,Fortuna Sittard,Netherlands,"LM,ST",2300000,12000,77,73,69,71,61,78,Senior,Average
H. Ito,72,77,23,VfB Stuttgart,Japan,"CB,CDM",3200000,14000,84,54,65,65,73,71,Adult,Average
M. Elia,72,77,24,BSC Young Boys,Congo DR,"ST,RM",3600000,16000,91,70,65,76,26,69,Adult,Average
L. Nicholls,72,74,29,Huddersfield Town,England,GK,1900000,12000,73,71,69,74,41,73,Adult,Average
E. Bohinen,72,79,23,US Salernitana 1919,Norway,"CM,CDM",4700000,16000,67,62,71,73,68,69,Adult,Average
D. Quintero,72,72,34,Houston Dynamo,Colombia,"CAM,LW,LM",1100000,7000,73,69,69,76,28,54,Senior,Average
A. Browne,72,72,27,Preston North End,Republic of Ireland,"CM,CAM,CDM",2500000,24000,75,69,69,71,69,82,Adult,Average
R. Manaj,72,76,25,Watford,Albania,ST,3300000,31000,67,72,54,71,28,70,Adult,Average
L. Paqarada,72,72,27,FC St. Pauli,Kosovo,"LB,LWB",2300000,13000,76,47,69,70,65,70,Adult,Average
R. Laryea,72,72,27,Toronto FC,Canada,"RWB,RB,LB",2300000,36000,83,60,64,71,64,70,Adult,Average
Gerson Rodrigues,72,72,27,Al Wehda,Luxembourg,"LM,ST",2500000,750,86,68,66,69,44,80,Adult,Average
Gustavo Lobateiro,72,72,22,Internacional,Brazil,"CAM,ST,CF",2800000,16000,77,65,68,72,33,60,Young,Average
K. Ehizibue,72,73,27,Udinese Calcio,Nigeria,RB,2500000,12000,88,57,63,69,66,76,Adult,Average
D. Furlong,72,75,26,West Bromwich Albion,England,"RWB,RB",2800000,22000,74,36,60,69,69,72,Adult,Average
N. Powell,72,72,28,Stoke City,England,"CAM,CM,ST",2400000,22000,67,72,70,72,54,67,Adult,Average
Rogério,72,76,24,U.S. Sassuolo Calcio,Brazil,LB,3100000,17000,74,53,67,74,69,58,Adult,Average
L. Sadílek,72,75,26,AC Sparta Praha,Czech Republic,"CM,CDM",3000000,850,71,62,72,73,64,60,Adult,Average
D. Viera,72,72,31,Club Libertad,Paraguay,CB,1600000,700,31,27,44,49,73,79,Senior,Average
Tony Muttinho,72,72,26,Fortaleza,Brazil,"RB,RWB,RM",2300000,10000,69,48,64,64,70,71,Adult,Average
S. Moutoussamy,72,75,25,FC Nantes,Congo DR,"CM,CDM,LW",3100000,17000,68,58,68,75,72,69,Adult,Average
J. Joronen,72,73,29,Venezia FC,Finland,GK,1800000,3000,70,70,68,72,47,71,Adult,Average
Durval Dutría,72,72,30,Cuiabá,Brazil,CM,2200000,13000,68,69,70,71,69,76,Senior,Average
A. Schlager,72,75,26,LASK Linz,Austria,GK,2400000,14000,72,68,66,74,46,72,Adult,Average
C. Cathcart,72,72,33,Watford,Northern Ireland,CB,1100000,27000,35,37,55,53,74,71,Senior,Average
D. Latza,72,72,32,FC Schalke 04,Germany,"CM,CDM",1800000,18000,57,61,71,73,62,75,Senior,Average
D. Greif,72,78,25,RCD Mallorca,Slovakia,GK,2900000,13000,70,73,77,70,18,71,Adult,Average
J. Hansen,72,72,37,Aarhus GF,Denmark,GK,250000,6000,70,70,74,72,41,73,Senior,Average
D. Kourbelis,72,72,28,Panathinaikos FC,Greece,"CDM,CB",2100000,650,75,52,64,67,70,74,Adult,Average
N. Gavory,72,72,27,Fortuna Düsseldorf,France,"LB,LWB,CB",2300000,16000,66,62,70,70,68,72,Adult,Average
M. Lowe,72,77,25,Sheffield United,England,"LWB,LB",3200000,18000,80,46,63,73,69,66,Adult,Average
J. Dahlin,72,72,35,Malmö FF,Sweden,GK,250000,3000,67,71,67,68,38,79,Senior,Average
A. Oukidja,72,72,33,FC Metz,Algeria,GK,750000,5000,69,71,69,72,47,73,Senior,Average
P. Tachtsidis,72,72,31,Al Fayha,Greece,"CM,CAM,CDM",1900000,18000,46,62,74,65,65,80,Senior,Average
M. Satriano,72,81,21,Empoli,Uruguay,ST,5500000,31000,65,72,56,71,32,69,Young,Average
Túlio Changas,72,72,26,Palmeiras,Brazil,GK,1900000,19000,72,71,75,73,43,68,Adult,Average
L. Pavoletti,72,72,33,Cagliari,Italy,ST,1500000,5000,63,69,52,64,35,73,Senior,Average
K. Mier,72,84,22,Atlético Nacional,Colombia,GK,5000000,3000,72,70,67,74,43,68,Young,Average
Sin Jin Ho,72,72,33,Pohang Steelers,Korea Republic,"CDM,CAM",1200000,6000,64,65,74,71,64,75,Senior,Average
A. Ahmedhodžić,72,82,23,Sheffield United,Bosnia and Herzegovina,CB,4900000,16000,78,34,60,63,70,77,Adult,Average
R. Nicolaisen,72,77,25,Toulouse Football Club,Denmark,CB,3100000,12000,57,41,56,60,72,74,Adult,Average
B. Kouyaté,72,77,25,FC Metz,Mali,CB,3100000,6000,65,37,50,58,73,76,Adult,Average
A. Ramos,72,72,36,América de Cali,Colombia,ST,800000,2000,66,72,65,67,42,70,Senior,Average
G. Blanco Leschuk,72,72,30,SD Eibar,Argentina,ST,2300000,9000,64,70,56,66,36,80,Senior,Average
Jair Amador,72,72,32,Real Zaragoza,Portugal,CB,1500000,8000,66,29,48,46,71,83,Senior,Average
Y. Namli,72,72,28,Sparta Rotterdam,Denmark,"CAM,RM,LM",2400000,9000,76,60,71,78,45,61,Adult,Average
S. Corchia,72,72,31,FC Nantes,France,"RB,RWB",1700000,17000,68,62,71,70,71,59,Senior,Average
M. van Ewijk,72,80,21,SC Heerenveen,Netherlands,RWB,5000000,5000,91,48,58,67,66,70,Young,Average
S. Koita,72,82,22,FC Red Bull Salzburg,Mali,ST,5500000,19000,92,72,62,76,35,71,Young,Average
J. Tomkins,72,72,33,Crystal Palace,England,CB,1100000,32000,33,32,56,49,74,67,Senior,Average
B. Sharp,72,72,36,Sheffield United,England,ST,800000,17000,55,74,62,65,39,67,Senior,Average
M. Kolke,72,72,31,F.C. Hansa Rostock,Germany,GK,1200000,8000,74,69,62,75,45,71,Senior,Average
K. Boudiaf,72,72,31,Free agent,Qatar,"CM,CDM",0,0,52,62,71,69,67,75,Senior,Average
R. Nouri,72,72,37,AC Ajaccio,France,"RM,LM",750000,10000,66,72,72,75,31,57,Senior,Average
N. Mushekwi,72,72,34,Zhejiang Professional FC,Zimbabwe,ST,1100000,9000,78,71,53,60,31,76,Senior,Average
J. Uronen,72,72,27,Stade Brestois 29,Finland,LB,2300000,15000,68,57,69,67,69,74,Adult,Average
A. Sima,72,84,21,Angers SCO,Senegal,"RM,ST",6000000,30000,88,73,62,69,41,72,Young,Average
M. Heča,72,72,31,AC Sparta Praha,Czech Republic,GK,1200000,600,73,71,65,72,45,72,Senior,Average
B. Gilmour,72,82,21,Brighton & Hove Albion,Scotland,"CM,CDM",5000000,30000,61,55,70,73,67,55,Young,Average
B. Bianchi,72,72,33,Atlético Tucumán,Argentina,CB,1100000,9000,59,35,56,56,72,77,Senior,Average
Deiverson Kaio,72,72,38,Flamengo,Brazil,CAM,750000,19000,81,71,71,75,44,59,Senior,Average
M. Kelly,72,72,32,West Bromwich Albion,England,"CB,RB",1500000,22000,37,44,59,61,74,64,Senior,Average
T. Augello,72,72,27,U.C. Sampdoria,Italy,LB,2300000,13000,76,39,64,69,67,61,Adult,Average
P. Förster,72,72,27,VfL Bochum 1848,Germany,"CAM,CF,CM",2500000,18000,64,68,71,71,61,78,Adult,Average
J. Duque,72,72,30,Atlético Nacional,Colombia,CDM,2000000,4000,64,44,61,65,72,74,Senior,Average
J. Insaurralde,72,72,37,Club Atlético Independiente,Argentina,CB,425000,7000,55,53,57,58,71,80,Senior,Average
A. Musa,72,72,29,Demir Grup Sivasspor,Nigeria,"RW,ST,LW",2300000,15000,89,67,63,74,30,53,Adult,Average
A. Herrera,72,77,23,River Plate,Argentina,"RB,RWB",3300000,10000,80,62,61,73,67,70,Adult,Average
F. Quignon,72,72,29,FC Dallas,Argentina,"CDM,CM",2000000,6000,62,53,66,74,70,74,Adult,Average
B. Raman,72,72,27,RSC Anderlecht,Belgium,"ST,RM,LM",2500000,18000,90,73,66,75,33,60,Adult,Average
Antonio Sánchez,72,75,25,RCD Mallorca,Spain,"RM,CM,LM",3100000,17000,75,66,72,71,63,72,Adult,Average
S. Cáseres,72,78,25,Vélez Sarsfield,Argentina,"CDM,CM,CB",3300000,10000,65,55,66,70,67,78,Adult,Average
Fábio,72,72,31,FC Nantes,Brazil,"LB,RB,RWB",1700000,17000,74,52,69,73,69,65,Senior,Average
Pavelinho Serra,72,72,30,América Futebol Clube,Brazil,CB,1900000,12000,35,47,49,51,74,68,Senior,Average
P. Shalulile,72,72,28,Mamelodi Sundowns FC,Namibia,ST,2400000,1000,78,71,52,70,21,62,Adult,Average
D. Padelli,72,72,36,Udinese Calcio,Italy,GK,250000,6000,73,72,60,68,45,77,Senior,Average
B. Mensah,72,73,27,Yukatel Kayserispor,Ghana,"CAM,CM",2700000,13000,77,70,71,74,62,65,Adult,Average
G. Wüthrich,72,74,27,SK Sturm Graz,Switzerland,CB,2500000,14000,53,35,51,53,71,82,Adult,Average
J. Cajuste,72,79,22,Stade de Reims,Sweden,"CM,CDM",4700000,15000,75,58,68,74,68,77,Young,Average
P. Michorl,72,72,27,LASK Linz,Austria,"CM,CDM,CAM",2500000,19000,67,66,75,71,64,67,Adult,Average
L. Gourna,72,83,18,FC Red Bull Salzburg,France,"CDM,CM",4600000,5000,76,52,65,71,70,73,Young,Average
Óscar Sielva,72,72,30,SD Huesca,Spain,"CDM,CM",2000000,8000,63,71,72,70,66,73,Senior,Average
D. Ndong,72,73,28,Dijon FCO,Gabon,"CDM,CM",2300000,6000,70,59,66,69,68,80,Adult,Average
K. Sema,72,72,28,Watford,Sweden,"LW,LM,LWB",2400000,34000,78,66,70,73,60,67,Adult,Average
F. Ricca,72,73,27,Oud-Heverlee Leuven,Uruguay,"LB,CB",2500000,10000,67,50,60,66,72,70,Adult,Average
Édundo Oliveira,72,72,30,RB Bragantino,Brazil,CB,1900000,12000,56,46,59,51,73,75,Senior,Average
A. Hjulsager,72,73,27,KAA Gent,Denmark,"CAM,CM,CF",2700000,16000,71,68,71,73,62,72,Adult,Average
L. Brassier,72,79,22,Stade Brestois 29,France,"CB,LB",4400000,13000,69,36,61,67,72,73,Young,Average
B. Bannan,72,72,32,Sheffield Wednesday,Scotland,"CM,CAM",1800000,11000,63,64,74,75,57,56,Senior,Average
Mateu Morey,72,79,22,Borussia Dortmund,Spain,"RB,RM",4500000,22000,74,46,67,76,68,60,Young,Average
C. Luyindama,72,72,28,Antalyaspor,Congo DR,CB,2000000,38000,67,35,47,49,71,84,Adult,Average
G. Acosta,72,72,33,Atlético Tucumán,Argentina,"CM,RM",1400000,10000,67,68,69,72,63,71,Senior,Average
N. Orsini,72,72,27,Boca Juniors,Argentina,ST,2500000,13000,79,71,57,67,31,74,Adult,Average
L. Podolski,72,72,37,Górnik Zabrze,Germany,"CF,ST,CAM",800000,6000,49,78,73,71,36,69,Senior,Average
M. Usor,72,79,20,SK Slavia Praha,Nigeria,"RM,LM,ST",4600000,700,86,68,64,74,38,60,Young,Average
Cadu,72,75,24,FC Viktoria Plzeň,Brazil,"RM,RB,CDM",3200000,700,75,61,70,74,68,62,Adult,Average
S. Cook,72,72,31,Nottingham Forest,England,CB,1600000,36000,45,34,54,58,73,72,Senior,Average
V. Gyökeres,72,78,24,Coventry City,Sweden,ST,3700000,16000,75,71,63,73,29,76,Adult,Average
P. Lasne,72,72,33,Paris FC,France,"CDM,CM",1200000,7000,44,62,71,69,69,70,Senior,Average
H. Evjen,72,79,22,AZ Alkmaar,Norway,"RW,CAM",4800000,8000,87,62,67,74,53,62,Young,Average
J. Maidana,72,72,36,River Plate,Argentina,CB,425000,8000,35,39,62,51,72,75,Senior,Average
B. Šeško,72,85,19,FC Red Bull Salzburg,Slovenia,ST,5500000,13000,81,70,60,70,42,74,Young,Average
F. Panák,72,74,26,AC Sparta Praha,Czech Republic,"CB,CDM",2600000,750,67,53,66,68,72,76,Adult,Average
V. Malcorra,72,72,34,Rosario Central,Argentina,"LM,CM",1100000,13000,74,66,73,75,59,69,Senior,Average
J. Bořil,72,72,31,SK Slavia Praha,Czech Republic,"LB,RB",1700000,900,67,60,69,69,71,77,Senior,Average
Vicemte Tófoli,72,72,26,RB Bragantino,Brazil,LW,2600000,14000,79,71,63,75,36,48,Adult,Average
O. Vranješ,72,72,32,Atakaş Hatayspor,Bosnia and Herzegovina,CB,1500000,10000,53,50,53,55,71,85,Senior,Average
D. Martínez,72,72,32,Rosario Central,Argentina,RB,1600000,12000,74,65,65,72,67,74,Senior,Average
Rúben Ribeiro,72,72,34,Atakaş Hatayspor,Portugal,"CM,CDM,CAM",1100000,11000,63,69,74,77,64,62,Senior,Average
K. Mrabti,72,72,28,KV Mechelen,Sweden,"CAM,RM,ST",2400000,12000,80,72,69,71,51,74,Adult,Average
G. Corujo,72,75,25,Charlotte FC,Uruguay,CB,2800000,6000,70,35,46,47,74,74,Adult,Average
S. Ilsanker,72,72,33,Genoa,Austria,"CB,CDM",1100000,4000,56,53,50,50,72,81,Senior,Average
A. Pellegrino,72,72,32,FK Bodø/Glimt,Norway,LW,1900000,5000,85,72,66,71,38,57,Senior,Average
A. Šporar,72,72,28,Panathinaikos FC,Slovenia,ST,2400000,750,75,72,66,70,19,67,Adult,Average
J. Jantscher,72,72,33,SK Sturm Graz,Austria,ST,1500000,17000,67,73,73,72,38,65,Senior,Average
A. Abedzadeh,72,73,29,SD Ponferradina,Iran,GK,1800000,6000,71,69,66,73,28,72,Adult,Average
M. Bíttolo,72,72,32,Argentinos Juniors,Argentina,"LB,LWB,LM",1600000,10000,76,46,70,70,67,64,Senior,Average
M. Dauda,72,77,24,CD Tenerife,Ghana,"LM,ST",3500000,14000,88,69,63,75,27,61,Adult,Average
R. Nteka,72,79,24,Rayo Vallecano,France,"ST,CAM,CM",4700000,14000,73,71,64,72,54,82,Adult,Average
N. Murru,72,73,27,U.C. Sampdoria,Italy,LB,2500000,13000,70,40,61,69,70,66,Adult,Average
Marcelo,72,72,35,Western Sydney Wanderers,Brazil,CB,625000,5000,36,44,57,56,71,79,Senior,Average
Fran Villalba,72,79,24,Málaga CF,Spain,"CAM,LM,RM",4700000,7000,73,64,72,73,48,42,Adult,Average
R. Williams,72,72,30,Mamelodi Sundowns FC,South Africa,GK,1600000,700,73,68,68,73,55,70,Senior,Average
Postigo,72,72,33,Levante Unión Deportiva,Spain,CB,1100000,9000,66,46,53,55,73,72,Senior,Average
F. Aguilar,72,72,29,Club Atlético Lanús,Colombia,CB,2000000,12000,48,40,48,49,75,80,Adult,Average
I. Cardona,72,76,24,Stade Brestois 29,France,ST,3400000,16000,71,73,66,72,26,62,Adult,Average
I. Ivušić,72,76,27,Free agent,Croatia,GK,0,0,71,70,69,71,41,70,Adult,Average
G. Arteaga,72,79,23,KRC Genk,Mexico,LB,4500000,10000,80,53,67,70,67,66,Adult,Average
M. Sagnan,72,81,23,FC Utrecht,France,CB,4900000,17000,64,32,56,56,73,73,Adult,Average
F. Andrijašević,72,72,31,Zhejiang Professional FC,Croatia,"ST,CM,CAM",2000000,9000,69,71,66,68,52,76,Senior,Average
Dani Calvo,72,74,28,Real Oviedo,Spain,CB,2400000,8000,52,46,56,56,72,79,Adult,Average
G. Castro,72,72,37,Club Atlético River Plate,Uruguay,"LM,LW,CAM",750000,500,58,73,78,75,47,58,Senior,Average
E. Cabaco,72,75,27,Granada CF,Uruguay,CB,2700000,17000,49,41,48,54,73,74,Adult,Average
De La Hoz,72,72,30,Unión Deportiva Almería,Spain,"CDM,CB",2000000,17000,52,58,62,65,70,77,Senior,Average
Ivan Cavaleiro,72,72,28,Aytemiz Alanyaspor,Portugal,"LM,LW,ST",2400000,38000,82,70,66,73,37,68,Adult,Average
M. Prietl,72,72,30,DSC Arminia Bielefeld,Austria,"CDM,CM,CB",2000000,13000,64,51,61,65,70,78,Senior,Average
J. Drmić,72,72,29,Dinamo Zagreb,Switzerland,ST,2300000,850,74,74,65,70,38,70,Adult,Average
N. Mbuku,72,82,20,Stade de Reims,France,"CF,RM,CAM",5000000,14000,77,66,70,78,35,53,Young,Average
A. Rouault,72,84,21,Toulouse Football Club,France,CB,5500000,9000,62,30,60,55,72,71,Young,Average
C. Erkin,72,72,33,Fatih Karagümrük S.K.,Turkey,"LB,LM",1200000,16000,66,72,77,74,66,67,Senior,Average
T. Valls,72,74,26,Servette FC,France,"CM,CDM,LM",2900000,14000,66,66,73,71,64,70,Adult,Average
S. Otálvaro,72,72,35,Club Olimpia,Colombia,RB,725000,500,74,54,71,67,68,71,Senior,Average
F. Mateos,72,72,29,Deportivo Ñublense,Argentina,"CM,CAM",2300000,7000,66,68,70,71,53,66,Adult,Average
Hélton Celanova,72,72,30,Internacional,Brazil,ST,2300000,21000,53,76,60,67,22,73,Senior,Average
J. Mišić,72,72,28,Dinamo Zagreb,Croatia,"CM,CDM",2300000,800,58,69,76,66,65,72,Adult,Average
Adrián,72,72,35,Liverpool,Spain,GK,250000,28000,73,70,67,74,43,69,Senior,Average
L. Caldirola,72,72,31,AC Monza,Italy,CB,1600000,29000,47,42,64,60,72,68,Senior,Average
B. Hrgota,72,72,29,SpVgg Greuther Fürth,Sweden,"ST,RW",2300000,10000,75,74,65,75,25,63,Adult,Average
J. Báez,72,72,31,Rosario Central,Paraguay,"CB,RB",1600000,12000,70,55,65,66,72,72,Senior,Average
C. Ciano,72,72,32,Benevento,Italy,"ST,CAM",1900000,5000,82,73,72,75,28,62,Senior,Average
J. Meffert,72,73,27,Hamburger SV,Germany,"CDM,CM",2400000,10000,54,48,64,66,71,77,Adult,Average
F. Ricci,72,72,28,Urbs Reggina 1914,Italy,"RW,CAM",2400000,3000,81,62,66,76,47,46,Adult,Average
J. Kouassi,72,72,27,Fatih Karagümrük S.K.,Côte d'Ivoire,"LW,ST,RW",2500000,26000,87,69,59,77,31,67,Adult,Average
D. Zabala,72,72,30,Club Nacional de Football,Uruguay,"RW,RM,CAM",2300000,750,70,73,72,71,39,61,Senior,Average
Choi Young Joon,72,72,30,Jeju United FC,Korea Republic,"CDM,CM",2000000,6000,68,60,66,66,69,81,Senior,Average
E. Thommy,72,72,27,Sporting Kansas City,Germany,"LM,RM,CF",2500000,7000,77,69,70,74,33,50,Adult,Average
F. Tudor,72,73,26,Raków Częstochowa,Croatia,"RM,CB,RWB",2800000,10000,88,60,65,72,67,74,Adult,Average
D. Gayle,72,72,31,Stoke City,England,"ST,LW",2000000,23000,75,73,58,73,28,57,Senior,Average
N. Capaldo,72,79,23,FC Red Bull Salzburg,Argentina,CM,4700000,17000,76,65,71,72,69,77,Adult,Average
A. Zerbin,72,80,23,Napoli,Italy,LW,5000000,31000,76,67,67,74,36,65,Adult,Average
Gérson Noalha,72,72,30,Palmeiras,Brazil,"ST,CAM,LM",2300000,27000,76,76,58,75,31,68,Senior,Average
M. Pereira Lage,72,75,25,Stade Brestois 29,Portugal,"LM,RWB,RM",3100000,16000,72,71,70,71,61,65,Adult,Average
F. Barba,72,73,28,Pisa,Italy,"CB,LB",2200000,4000,69,30,57,61,73,72,Adult,Average
